canonical_product_uid,identifier_type,identifier_value,source_url,harvested_at,run_id
848983006257,EC106252,https://www.tiresandwheels.com/product/tire/EC106252/Falken/28034300/Wildpeak-A/T3W_848983006257_265+70R17
848983007933,EC443510,https://www.tiresandwheels.com/product/tire/EC443510/Falken/28074576_Rubitrek+A/T_848983007933_265+70R17
848983025555,EC485174,https://www.tiresandwheels.com/product/tire/EC485174/Falken/28844300/Wildpeak-A/T4W_848983025555_265+70R17
848983006455,EC106241,https://www.tiresandwheels.com/product/tire/EC106241/Falken/28030712/Wildpeak-A/T3W_848983006455_LT265+70R17
848983006493,EC106239,https://www.tiresandwheels.com/product/tire/EC106239/Falken/28030703/Wildpeak-A/T3W_848983006493_LT275+70R18
848983011428,EC247606,https://www.tiresandwheels.com/product/tire/EC247606/Falken/59000350/Wildpeak-A/T3W_848983011428_LT285+70R17
848983006479,EC106243,https://www.tiresandwheels.com/product/tire/EC106243/Falken/28030803_Wildpeak+A/T3W_848983006479_LT275+65R18
848983019462,EC301657,https://www.tiresandwheels.com/product/tire/EC301657/Falken/28034775_Wildpeak+A/T3W_848983019462_225+65R17
848983006226,EC106259,https://www.tiresandwheels.com/product/tire/EC106259/Falken/28034721/Wildpeak-A/T3W_848983006226_265+65R17
877184008852,EC442868,https://www.tiresandwheels.com/product/tire/EC442868/Falken/28466628/Wildpeak-AT02_877184008852_LT245+75R16
191563016307,EC443391,https://www.tiresandwheels.com/product/tire/EC443391/Nexen/18773NXK/Roadian-ATX_191563016307_265+70R17
887613363704,EC105486,https://www.tiresandwheels.com/product/tire/EC105486/Nexen/13637NXK/Roadian-AT-Pro-RA8_887613363704_265+70R17
887613273508,EC159042,https://www.tiresandwheels.com/product/tire/EC159042/Nexen/12735NXK/Roadian-AT-Pro-RA8_887613273508_LT265+70R17
191563022001,EC494042,https://www.tiresandwheels.com/product/tire/EC494042/Nexen/15124NXK/NPriz-AH5_191563022001_225+65R17
191563007824,EC296581,https://www.tiresandwheels.com/product/tire/EC296581/Nexen/17569NXK/Roadian-GTX_191563007824_235+60R18
191563015119,EC443443,https://www.tiresandwheels.com/product/tire/EC443443/Nexen/17986NXK/Roadian-HTX-2_191563015119_245+75R17
715459268979,EC6198,https://www.tiresandwheels.com/product/tire/EC6198/Hankook/2001383/Dynapro-ATm-RF10_715459268979_LT265+70R17
715459552979,EC375894,https://www.tiresandwheels.com/product/tire/EC375894/Hankook/1029842/Dynapro-AT2-Xtreme-RF12_715459552979_265+70R17
715459340118,EC225272,https://www.tiresandwheels.com/product/tire/EC225272/Hankook/1014145_DynaPro+HP2+(RA33)_715459340118_225+65R17
715459417391,EC245230,https://www.tiresandwheels.com/product/tire/EC245230/Hankook/1021507_Kinergy+ST+H735_715459417391_225+65R17
715459442607,EC246305,https://www.tiresandwheels.com/product/tire/EC246305/Hankook/1023527/DynaPro-HT-RH12_715459442607_225+65R17
715459389391,EC166364,https://www.tiresandwheels.com/product/tire/EC166364/Hankook/1019226/Kinergy-GT-H436_715459389391_235+65R17
715459417421,EC245241,https://www.tiresandwheels.com/product/tire/EC245241/Hankook/1021510/Kinergy-ST-H735_715459417421_235+65R17
721506160851,EC464341,https://www.tiresandwheels.com/product/tire/EC464341/Yokohama/110116085/Geolandar-X-AT_721506160851_265+70R17
721506018275,EC487903,https://www.tiresandwheels.com/product/tire/EC487903/Yokohama/110101827/Geolandar-AT4_721506018275_LT265+70R17
721506318283,EC233621,https://www.tiresandwheels.com/product/tire/EC233621/Yokohama/110131828/Avid-Touring-S_721506318283_225+65R17
721506328299,EC232350,https://www.tiresandwheels.com/product/tire/EC232350/Yokohama/110132829/Avid-Ascend-LX_721506328299_225+65R17
721506337109,EC369740,https://www.tiresandwheels.com/product/tire/EC369740/Yokohama/110133710/BluEarth-S34TZ_721506337109_P235+65R17
721506058202,EC302059,https://www.tiresandwheels.com/product/tire/EC302059/Yokohama/110105820/Geolandar-CV-G058_721506058202_245+65R17
029142869870,EC162206,https://www.tiresandwheels.com/product/tire/EC162206/Cooper/90000027117/Discoverer-SRX_29142869870_265+70R17
029142829171,EC105492,https://www.tiresandwheels.com/product/tire/EC105492/Cooper/90000023627_Discoverer+STT+PRO_29142829171_LT265+70R17
029142713043,EC107793,https://www.tiresandwheels.com/product/tire/EC107793/Cooper/90000002732/Discoverer-A/T3_29142713043_LT265+70R17
697662155133,EC495670,https://www.tiresandwheels.com/product/tire/EC495670/Goodyear/710004933/Wrangler-Territory-RT_697662155133_235+65R17
697662129943,EC158814,https://www.tiresandwheels.com/product/tire/EC158814/Goodyear/157996622/Fortitude-HT_697662129943_235+65R17
697662118862,EC105706,https://www.tiresandwheels.com/product/tire/EC105706/Goodyear/150678601_Wrangler-DuraTrac_697662118862_275+60R20
697662115731,EC105823,https://www.tiresandwheels.com/product/tire/EC105823/Goodyear/758073571_Wrangler+AT+Adventure_697662115731_275+60R20
697662150978,EC488185,https://www.tiresandwheels.com/product/tire/EC488185/Goodyear/734087640/Wrangler-Territory-AT_697662150978_275+60R20
697662099789,EC166077,https://www.tiresandwheels.com/product/tire/EC166077/Goodyear/413495329/Assurance-ComforTred-Touring_697662099789_P235+60R18
4981910544517,EC419232,https://www.tiresandwheels.com/product/tire/EC419232/Nitto/218730/Recon-Grappler-A/T_4981910544517_LT275+70R18
4981910570820,EC489828,https://www.tiresandwheels.com/product/tire/EC489828/Nitto/223970/Terra-Grappler-G3_4981910570820_LT275+70R18
4981910755562,EC80479,https://www.tiresandwheels.com/product/tire/EC80479/Nitto/206960/Exo-Grappler-AWT_4981910755562_LT275+70R18
4981910787532,EC107941,https://www.tiresandwheels.com/product/tire/EC107941/Nitto/217010/Ridge-Grappler_4981910787532_LT285+70R17
4981910570813,EC489834,https://www.tiresandwheels.com/product/tire/EC489834/Nitto/223980/Terra-Grappler-G3_4981910570813_LT285+70R17
4981910858355,EC6656,https://www.tiresandwheels.com/product/tire/EC6656/Nitto/200830/Terra-Grappler_4981910858355_LT285+70R17
4981910501763,EC189242,https://www.tiresandwheels.com/product/tire/EC189242/Nitto/217510/Ridge-Grappler_4981910501763_LT285+60R18
4981910501688,EC189248,https://www.tiresandwheels.com/product/tire/EC189248/Nitto/217350/Ridge-Grappler_4981910501688_LT285+65R20
4981910526605,EC275057,https://www.tiresandwheels.com/product/tire/EC275057/Toyo/355520/Open-Country-A/T3_4981910526605_LT275+70R18
4981910725848,EC78625,https://www.tiresandwheels.com/product/tire/EC78625/Toyo/352430/Open-Country-A/T-II_4981910725848_LT285+70R17
4981910515418,EC245686,https://www.tiresandwheels.com/product/tire/EC245686/Toyo/302060/Open-Country-A38_4981910515418_225+65R17
4981910529057,EC275016,https://www.tiresandwheels.com/product/tire/EC275016/Toyo/356400/Open-Country-A/T3_4981910529057_225+65R17
4981910527619,EC369818,https://www.tiresandwheels.com/product/tire/EC369818/Toyo/149460/Observe-GSI-6-LS_4981910527619_225+65R17
4981910776918,EC155249,https://www.tiresandwheels.com/product/tire/EC155249/Toyo/318090/Open-Country-Q/T_4981910776918_235+65R17
4981910529293,EC275040,https://www.tiresandwheels.com/product/tire/EC275040/Toyo/356430/Open-Country-A/T3_4981910529293_255+55R20
092971251802,EC159563,https://www.tiresandwheels.com/product/tire/EC159563/Bridgestone/142367/Dueler-H/P-Sport-AS_92971251802_225+65R17
092971333034,EC413600,https://www.tiresandwheels.com/product/tire/EC413600/Bridgestone/009663/WeatherPeak_92971333034_225+65R17
092971329365,EC375212,https://www.tiresandwheels.com/product/tire/EC375212/Bridgestone/008344/Alenza-Ultra-AS_92971329365_225+65R17
